时间,31.2电压Va,31.2电压V1,31.2电压V2,31.2亮温1,31.2亮温2,31.2亮温3,23.8电压Va,23.8电压V1,23.8电压V2,23.8亮温1,23.8亮温2,23.8亮温3,31.65pt100电压,23.8pt100电压,31.2pt100温度,23.8pt100温度,31.2模块温度,23.8模块温度,降雨,机箱温度,水汽,水汽(湿迟延),液水,温度,湿度,压强,黑体温度,红外,红外处温度,方位,俯仰
2018-11-03 00:05:08.000,13862,22163,25329,36.1968,36.1194,36.1194,13610,19101,21988,45.8407,46.2384,46.2384,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.930405,25.970343,0.355250,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:08.500,13862,22163,25329,36.1968,36.1194,36.1194,13610,19101,21988,45.8407,46.2384,46.2384,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.930405,25.970343,0.355250,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:09.000,13858,22154,25335,36.1632,36.0858,36.0858,13608,19100,21988,45.7252,46.1219,46.1219,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,17.000000,25.800000,27.820078,25.854930,0.355164,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:09.500,13858,22154,25335,36.1632,36.0858,36.0858,13608,19100,21988,45.7252,46.1219,46.1219,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,17.000000,25.800000,27.820078,25.854930,0.355164,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:10.000,13858,22154,25335,36.2675,36.1899,36.1899,13608,19100,21988,45.7059,46.1025,46.1025,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,17.000000,25.800000,27.727961,25.762397,0.357728,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:10.500,13858,22154,25335,36.2675,36.1899,36.1899,13608,19100,21988,45.7059,46.1025,46.1025,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,17.000000,25.800000,27.727961,25.762397,0.357728,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:11.000,13857,22163,25336,36.2337,36.1562,36.1562,13608,19100,21992,45.7145,46.1112,46.1112,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,17.000000,25.800000,27.760509,25.795179,0.356885,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:11.500,13857,22163,25336,36.2337,36.1562,36.1562,13608,19100,21992,45.7145,46.1112,46.1112,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,17.000000,25.800000,27.760509,25.795179,0.356885,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:12.000,13860,22170,25331,36.2557,36.1782,36.1782,13608,19105,21987,45.6479,46.0439,46.0439,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.669035,25.700969,0.357806,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:12.500,13860,22170,25331,36.2557,36.1782,36.1782,13608,19105,21987,45.6479,46.0439,46.0439,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.669035,25.700969,0.357806,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:14.000,13860,22170,25331,36.2557,36.1782,36.1782,13608,19105,21987,45.6479,46.0439,46.0439,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.669035,25.700969,0.357806,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:14.500,13860,22170,25331,36.2557,36.1782,36.1782,13608,19105,21987,45.6479,46.0439,46.0439,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.669035,25.700969,0.357806,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:15.000,13860,22170,25331,36.2557,36.1782,36.1782,13608,19105,21987,45.6479,46.0439,46.0439,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.669035,25.700969,0.357806,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:15.500,13860,22170,25331,36.2557,36.1782,36.1782,13608,19105,21987,45.6479,46.0439,46.0439,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.669035,25.700969,0.357806,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:15.000,13860,22170,25331,36.2557,36.1782,36.1782,13608,19105,21987,45.6479,46.0439,46.0439,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.669035,25.700969,0.357806,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:15.500,13860,22170,25331,36.2557,36.1782,36.1782,13608,19105,21987,45.6479,46.0439,46.0439,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.669035,25.700969,0.357806,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:16.000,13854,22165,25339,36.0324,35.9553,35.9553,13607,19112,21996,45.5339,45.9289,45.9289,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,17.000000,25.800000,27.687616,25.713870,0.353263,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:16.500,13854,22165,25339,36.0324,35.9553,35.9553,13607,19112,21996,45.5339,45.9289,45.9289,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,17.000000,25.800000,27.687616,25.713870,0.353263,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:17.000,13851,22167,25338,35.9025,35.8257,35.8257,13604,19108,21998,45.3771,45.7708,45.7708,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,18.000000,25.800000,27.594278,25.613494,0.351178,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:17.500,13851,22167,25338,35.9025,35.8257,35.8257,13604,19108,21998,45.3771,45.7708,45.7708,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,18.000000,25.800000,27.594278,25.613494,0.351178,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:18.000,13859,22159,25326,36.2001,36.1226,36.1226,13610,19099,21991,45.6725,46.0688,46.0688,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.734752,25.767507,0.356350,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:18.500,13859,22159,25326,36.2001,36.1226,36.1226,13610,19099,21991,45.6725,46.0688,46.0688,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.734752,25.767507,0.356350,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:19.000,13859,22159,25326,36.2001,36.1226,36.1226,13610,19099,21991,45.6725,46.0688,46.0688,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.734752,25.767507,0.356350,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:19.500,13859,22159,25326,36.2001,36.1226,36.1226,13610,19099,21991,45.6725,46.0688,46.0688,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.734752,25.767507,0.356350,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:21.000,13859,22159,25326,36.2001,36.1226,36.1226,13610,19099,21991,45.6725,46.0688,46.0688,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.734752,25.767507,0.356350,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:21.500,13859,22159,25326,36.2001,36.1226,36.1226,13610,19099,21991,45.6725,46.0688,46.0688,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.734752,25.767507,0.356350,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:21.000,13852,22159,25326,36.2001,36.1226,36.1226,13607,19099,21991,45.6725,46.0688,46.0688,0.0000,129.0000,-288.8889,-286.7493,45.0000,45.0000,15.000000,25.800000,27.734752,25.767507,0.356350,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:21.500,13852,22159,25326,36.2001,36.1226,36.1226,13607,19099,21991,45.6725,46.0688,46.0688,0.0000,129.0000,-288.8889,-286.7493,45.0000,45.0000,15.000000,25.800000,27.734752,25.767507,0.356350,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:22.000,13844,22155,25337,35.7122,35.6358,35.6358,13604,19101,21989,45.3813,45.7750,45.7750,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,17.000000,25.800000,27.726472,25.745145,0.346692,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:22.500,13844,22155,25337,35.7122,35.6358,35.6358,13604,19101,21989,45.3813,45.7750,45.7750,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,17.000000,25.800000,27.726472,25.745145,0.346692,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:23.000,13848,22163,25334,35.8632,35.7865,35.7865,13603,19106,21989,45.2962,45.6893,45.6893,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.527619,25.543349,0.350752,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:23.500,13848,22163,25334,35.8632,35.7865,35.7865,13603,19106,21989,45.2962,45.6893,45.6893,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.527619,25.543349,0.350752,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:24.000,13846,22152,25329,35.8272,35.7505,35.7505,13601,19099,21992,45.2232,45.6156,45.6156,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,15.000000,25.800000,27.467806,25.480406,0.350354,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:24.500,13846,22152,25329,35.8272,35.7505,35.7505,13601,19099,21992,45.2232,45.6156,45.6156,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,15.000000,25.800000,27.467806,25.480406,0.350354,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:26.000,13846,22152,25329,35.8272,35.7505,35.7505,13601,19099,21992,45.2232,45.6156,45.6156,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,15.000000,25.800000,27.467806,25.480406,0.350354,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:26.500,13846,22152,25329,35.8272,35.7505,35.7505,13601,19099,21992,45.2232,45.6156,45.6156,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,15.000000,25.800000,27.467806,25.480406,0.350354,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:27.000,13846,22152,25329,35.8272,35.7505,35.7505,13601,19099,21992,45.2232,45.6156,45.6156,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,15.000000,25.800000,27.467806,25.480406,0.350354,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:27.500,13846,22152,25329,35.8272,35.7505,35.7505,13601,19099,21992,45.2232,45.6156,45.6156,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,15.000000,25.800000,27.467806,25.480406,0.350354,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:28.000,13844,22160,25334,35.7604,35.6839,35.6839,13600,19095,21985,45.1914,45.5835,45.5835,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,15.000000,25.800000,27.475951,25.486986,0.348984,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:28.500,13844,22160,25334,35.7604,35.6839,35.6839,13600,19095,21985,45.1914,45.5835,45.5835,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,15.000000,25.800000,27.475951,25.486986,0.348984,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:29.000,13840,22163,25325,35.5578,35.4818,35.4818,13597,19098,21986,45.0525,45.4434,45.4434,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,13.000000,25.800000,27.451754,25.456362,0.345095,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:29.500,13840,22163,25325,35.5578,35.4818,35.4818,13597,19098,21986,45.0525,45.4434,45.4434,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,13.000000,25.800000,27.451754,25.456362,0.345095,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:30.000,13838,22153,25331,35.5189,35.4429,35.4429,13600,19100,21987,45.1845,45.5766,45.5766,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,14.000000,25.800000,27.629544,25.639378,0.343372,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:30.500,13838,22153,25331,35.5189,35.4429,35.4429,13600,19100,21987,45.1845,45.5766,45.5766,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,14.000000,25.800000,27.629544,25.639378,0.343372,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:31.000,13838,22153,25331,35.5189,35.4429,35.4429,13600,19100,21987,45.1845,45.5766,45.5766,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,14.000000,25.800000,27.629544,25.639378,0.343372,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:31.500,13838,22153,25331,35.5189,35.4429,35.4429,13600,19100,21987,45.1845,45.5766,45.5766,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,14.000000,25.800000,27.629544,25.639378,0.343372,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:32.000,13836,22153,25331,35.5189,35.4429,35.4429,-477,19100,21987,45.1845,45.5766,45.5766,19102.0000,21990.0000,27.9317,75.8313,45.0000,45.0000,25326.000000,25.800000,27.629544,25.639378,0.343372,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:32.500,13836,22153,25331,35.5189,35.4429,35.4429,-477,19100,21987,45.1845,45.5766,45.5766,19102.0000,21990.0000,27.9317,75.8313,45.0000,45.0000,25326.000000,25.800000,27.629544,25.639378,0.343372,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:33.000,13836,22153,25331,35.5189,35.4429,35.4429,-477,19100,21987,45.1845,45.5766,45.5766,19102.0000,21990.0000,27.9317,75.8313,45.0000,45.0000,25326.000000,25.800000,27.629544,25.639378,0.343372,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:33.500,13836,22153,25331,35.5189,35.4429,35.4429,-477,19100,21987,45.1845,45.5766,45.5766,19102.0000,21990.0000,27.9317,75.8313,45.0000,45.0000,25326.000000,25.800000,27.629544,25.639378,0.343372,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:34.000,13835,22163,25335,35.4093,35.3335,35.3335,13596,19104,21989,45.0111,45.4017,45.4017,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,17.000000,25.800000,27.503499,25.505873,0.341873,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:34.500,13835,22163,25335,35.4093,35.3335,35.3335,13596,19104,21989,45.0111,45.4017,45.4017,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,17.000000,25.800000,27.503499,25.505873,0.341873,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:35.000,13838,22161,25335,35.5346,35.4586,35.4586,13604,19102,21988,45.3691,45.7628,45.7628,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,18.000000,25.800000,27.831234,25.848787,0.342604,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:35.500,13838,22161,25335,35.5346,35.4586,35.4586,13604,19102,21988,45.3691,45.7628,45.7628,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,18.000000,25.800000,27.831234,25.848787,0.342604,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:36.000,13837,22163,25335,35.4927,35.4168,35.4168,13600,19100,21992,45.1930,45.5852,45.5852,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,20.000000,25.800000,27.656829,25.666919,0.342706,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:36.500,13837,22163,25335,35.4927,35.4168,35.4168,13600,19100,21992,45.1930,45.5852,45.5852,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,20.000000,25.800000,27.656829,25.666919,0.342706,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:37.000,13835,22156,25334,35.4416,35.3657,35.3657,13597,19092,21999,45.1192,45.5107,45.5107,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,14.000000,25.800000,27.606185,25.613068,0.341962,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:37.500,13835,22156,25334,35.4416,35.3657,35.3657,13597,19092,21999,45.1192,45.5107,45.5107,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,14.000000,25.800000,27.606185,25.613068,0.341962,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:38.000,13836,22156,25331,35.4963,35.4204,35.4204,13605,19105,21997,45.4890,45.8837,45.8837,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.994608,26.017115,0.340969,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:38.500,13836,22156,25331,35.4963,35.4204,35.4204,13605,19105,21997,45.4890,45.8837,45.8837,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.994608,26.017115,0.340969,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:39.000,13836,22156,25331,35.4963,35.4204,35.4204,13605,19105,21997,45.4890,45.8837,45.8837,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.994608,26.017115,0.340969,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:39.500,13836,22156,25331,35.4963,35.4204,35.4204,13605,19105,21997,45.4890,45.8837,45.8837,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.994608,26.017115,0.340969,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:40.000,13837,22156,25331,35.4963,35.4204,35.4204,-23862,19105,21997,45.4890,45.8837,45.8837,-9557.0000,-27136.0000,-447.3987,-738.9592,45.0000,45.0000,-30261.000000,25.800000,27.994608,26.017115,0.340969,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:40.500,13837,22156,25331,35.4963,35.4204,35.4204,-23862,19105,21997,45.4890,45.8837,45.8837,-9557.0000,-27136.0000,-447.3987,-738.9592,45.0000,45.0000,-30261.000000,25.800000,27.994608,26.017115,0.340969,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:41.000,13844,22158,25336,35.8317,35.7550,35.7550,13605,19104,21997,45.4922,45.8869,45.8869,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,21.000000,25.800000,27.774067,25.797818,0.348813,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:41.500,13844,22158,25336,35.8317,35.7550,35.7550,13605,19104,21997,45.4922,45.8869,45.8869,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,21.000000,25.800000,27.774067,25.797818,0.348813,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:42.000,13841,22151,25332,35.7521,35.6757,35.6757,13603,19099,21989,45.4015,45.7954,45.7954,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,20.000000,25.800000,27.722963,25.742622,0.347504,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:42.500,13841,22151,25332,35.7521,35.6757,35.6757,13603,19099,21989,45.4015,45.7954,45.7954,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,20.000000,25.800000,27.722963,25.742622,0.347504,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:43.000,13837,22179,25332,35.5142,35.4382,35.4382,13604,19103,22003,45.4702,45.8647,45.8647,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,19.000000,25.800000,27.960989,25.982748,0.341505,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:43.500,13837,22179,25332,35.5142,35.4382,35.4382,13604,19103,22003,45.4702,45.8647,45.8647,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,19.000000,25.800000,27.960989,25.982748,0.341505,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:44.000,13840,22155,25332,35.6527,35.5765,35.5765,13603,19093,21985,45.4380,45.8322,45.8322,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.831427,25.852270,0.344951,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:44.500,13840,22155,25332,35.6527,35.5765,35.5765,13603,19093,21985,45.4380,45.8322,45.8322,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.831427,25.852270,0.344951,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:45.000,13840,22155,25332,35.6527,35.5765,35.5765,13603,19093,21985,45.4380,45.8322,45.8322,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.831427,25.852270,0.344951,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:45.500,13840,22155,25332,35.6527,35.5765,35.5765,13603,19093,21985,45.4380,45.8322,45.8322,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.831427,25.852270,0.344951,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:46.000,13838,22155,25332,35.6527,35.5765,35.5765,-23862,19093,21985,45.4380,45.8322,45.8322,-7253.0000,-26112.0000,-409.1852,-721.9754,45.0000,45.0000,-31029.000000,25.800000,27.831427,25.852270,0.344951,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:46.500,13838,22155,25332,35.6527,35.5765,35.5765,-23862,19093,21985,45.4380,45.8322,45.8322,-7253.0000,-26112.0000,-409.1852,-721.9754,45.0000,45.0000,-31029.000000,25.800000,27.831427,25.852270,0.344951,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:47.000,13842,22160,25326,35.7140,35.6376,35.6376,13604,19095,21985,45.4902,45.8849,45.8849,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,17.000000,25.800000,27.850523,25.873779,0.346067,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:47.500,13842,22160,25326,35.7140,35.6376,35.6376,13604,19095,21985,45.4902,45.8849,45.8849,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,17.000000,25.800000,27.850523,25.873779,0.346067,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:48.000,13840,22159,25337,35.6538,35.5776,35.5776,13601,19096,21994,45.3746,45.7683,45.7683,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.757806,25.775992,0.345366,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:48.500,13840,22159,25337,35.6538,35.5776,35.5776,13601,19096,21994,45.3746,45.7683,45.7683,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,16.000000,25.800000,27.757806,25.775992,0.345366,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:49.000,13840,22168,25333,35.6266,35.5504,35.5504,13600,19101,21995,45.3350,45.7284,45.7284,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,14.000000,25.800000,27.730517,25.746958,0.344971,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:49.500,13840,22168,25333,35.6266,35.5504,35.5504,13600,19101,21995,45.3350,45.7284,45.7284,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,14.000000,25.800000,27.730517,25.746958,0.344971,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:50.000,13841,22170,25338,35.6459,35.5697,35.5697,13604,19102,22004,45.5437,45.9389,45.9389,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,18.000000,25.800000,27.957548,25.982853,0.344142,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:50.500,13841,22170,25338,35.6459,35.5697,35.5697,13604,19102,22004,45.5437,45.9389,45.9389,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,18.000000,25.800000,27.957548,25.982853,0.344142,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
2018-11-03 00:05:51.000,13840,22155,25335,35.6334,35.5572,35.5572,13605,19098,21993,45.6014,45.9971,45.9971,0.0000,0.0000,-288.8889,-288.8889,45.0000,45.0000,19.000000,25.800000,28.032287,26.060025,0.343493,19.987788,45.649581,1023.600000,18.600000,-5.694550,0.000000,359.9,90.0
